Burghardt_ID,street_address,Side,space_type,SPP,common,MULTI_STEM,DBH_2018,Ht_2018,Notes_2018,Condition,area_id,grade,grade_group,mean_temp_C,Status,HOLC_neigh,SPACELENGTH,SPACEWIDTH,survey_date,Observer(s),Site Type,Land Use,Groundcover,Mortality Status,Basal Sprouts,Root Girdling,Tree Height (ft),Trunk Diameter (in),Height of Diameter (in),Fine Twig Dieback,Leaf Discoloration,Leaf Defoliation,Crown Light Exposure,Crown Vigor,Exit Holes,Exudation/Growths,Galleries,Bark Fissures/cankers,Scale,Aphids,Twig/branch Galls,Leaf Galls,SLF,Natural Enemies,Ants,Pruning,Watering,Fencing,Vehicle Damage,survey_notes,dog_poop,trash,spider_mite,foreign_embedded,Species ID Notes,Overhead Conflicts,Flatids,Whitefly,caterpillars_combined,Phi2,PhiNPQ,PhiNO,Ambient Humidity,Ambient Temperature,Leaf Temperature,Leaf Temperature Differential,leaf_thickness,SPAD,photosynq_date,Time of Day,temp_C,lat,long,buffer_temp_C
75924,"1513 S HANOVER ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.8,18,NA,Good,2911,D,D,35.34813443,focal,D5,4,4,7/18/2024,MS ALP SM KM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),34.1,9.48,54,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,Honeydew/sooty mold,None,Trace,Moderate,None,None,None,Trace,None,Moderate,Improper (minor/branches),NA,NA,Car (off ground),old stippling - substantial,Absent,Absent,None,Absent,ok,None,None,None,None,0.612,0.134,0.253,44.47363,33.57,28.43,-5.14,0.19,37.198,7/18/2024 14:40,14.68083333,35.1910400390625,39.27226955,-76.61516628,35.1950817108154
75884,"1526 S HANOVER ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,3.3,22,NA,Good,2911,D,D,35.34813443,focal,D5,4,4,7/18/2024,MS ALP SM KM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,2 (>40%),32.7,7.9,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,None,None,Trace,Trace,Healed,NA,NA,Car (off ground),old stippling damage- substantial,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.644,0.109,0.247,43.95996,33.76,32.37,-1.39,0.26,43.845,7/18/2024 14:33,14.55611111,35.22591018676758,39.27202788,-76.61532161,35.2220706939697
61954,"1217 HULL ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,3.8,10,NA,Good,2911,D,D,35.34813443,back-up,D5,5,4,7/17/2024,KM ALP SM MS,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),11.59,5.07,54,(25) 21-25%,4 (51-75%),1 (0-1%),4,4 (severely unhealthy),None,None,None,None,Moderate,None,None,None,None,None,Trace,Improper (major/trunk),NA,NA,Car (off ground),hard to see leaves,Absent,Absent,None,Absent,ok,Wires,None,None,Trace,0.643,0.17,0.187,36.2627,39.11,37.73,-1.38,0.03,16.95,7/17/2024 13:51,13.85444444,35.44957733154297,39.27230493,-76.59176393,35.4444823265076
37520,"310 W CENTRE ST, Baltimore, MD",NA,Open/Unrestricted,Betula nigra,"birch, river",3,3,10,NA,Good,7274,D,D,36.27183164,focal,D8,>20,>20,8/1/2024,KM KTB SM,Maintained Park,Maintained Park,Lawn,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7441520690918,39.29649594,-76.62014907,35.6504271371024
37608,"310 W CENTRE ST, Baltimore, MD",NA,Open/Unrestricted,Betula nigra,"birch, river",3,2,10,NA,Good,7274,D,D,36.27183164,focal,D8,>20,>20,8/1/2024,KM KTB SM,Maintained Park,Maintained Park,Lawn,Alive,Absent,0 (none),28.5,5.5,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Moderate,None,None,None,None,Substantive,Substantive,Healed,NA,NA,None,trace pentatomid,Absent,Absent,None,Absent,3 trunks dbh on largest,None,None,None,None,0.596,0.143,0.261,53.84277,34.35,37.77,3.42,0.06,36.409,8/1/2024 9:14,9.245,35.50566864013672,39.29646063,-76.62019898,35.5521802902222
37652,"310 W CENTRE ST, Baltimore, MD",NA,Open/Unrestricted,Betula nigra,"birch, river",3,2,8,NA,Good,7274,D,D,36.27183164,focal,D8,>20,>20,8/1/2024,KM KTB SM,Maintained Park,Maintained Park,Lawn,Alive,Absent,0 (none),13.4,3.06,44,(1) 0-1%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,None,None,Moderate,None,None,None,None,Substantive,Trace,Improper (minor/branches),NA,NA,None,recently removed vines. scale white on stem,Absent,Absent,None,Absent,2 trunks dbh on largest,None,None,Trace,None,0.527,0.204,0.268,56.6416,31.9,34.95,3.05,0.03,38.947,8/1/2024 9:03,9.05,35.56831741333008,39.29645327,-76.62013766,35.5841817855835
36354,"1001 N HOWARD ST, Baltimore, MD",NA,Open/Unrestricted,Cornus florida,"dogwood, flowering",1,4,6,DBH Estimated; DBH at 1,Good,7274,D,D,36.27183164,focal,D8,>20,>20,8/1/2024,KM KTB SM,Maintained Park,Maintained Park,Improperly mulched,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,borers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.03971481323242,39.304845,-76.62052818,36.0397562299456
36912,"601 N CALVERT ST, Baltimore, MD",NA,Well/Pit,Cornus florida,"dogwood, flowering",1,1,8,NA,Good,7274,D,D,36.27183164,focal,D8,5,5,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Absent,0 (none),9.8,1.38,54,(1) 0-1%,3 (26-50%),1 (0-1%),4,3 (moderately unhealthy),Other (take picture/add notes),None,Substantive,Substantive,Trace,None,None,None,None,Trace,None,Healed,NA,NA,Mower (near ground),"multiple types exit holes, powdery mildew. mammal hole at base, roots exposed",Absent,Absent,None,Absent,ok,None,None,Substantive,None,0.611,0.186,0.202,38.97559,35.7,37.41,1.71,0.33,34.109,8/1/2024 10:34,10.57527778,36.48976516723633,39.29652713,-76.61267961,36.4615144729614
31497,"857 PARK AVE, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.2,10,NA,Good,7274,D,D,36.27183164,back-up,D8,8,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Herbaceous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not sweetgum, peach?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.88157272338867,39.3005732,-76.61851585,35.8787371317546
35655,"25 W PRESTON ST, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.3,20,NA,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Institutional,Properly mulched,Alive,Absent,0 (none),19,3.4,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Sticky or hardened clear/brown resin,None,Moderate,None,None,None,None,None,Trace,None,Healed,NA,NA,None,NA,Absent,Absent,None,Absent,columnar cultivar,None,None,Moderate,None,0.658,0.113,0.229,39.61816,35.55,32.45,-3.1,0.18,45.151,8/1/2024 12:38,12.63472222,36.31336975097656,39.30436285,-76.61776851,36.318662915911
30277,"1101 N CALVERT ST, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.6,20,NA,Good,7274,D,D,36.27183164,focal,D8,7,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),18.7,4.05,54,(5) 2-5%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),Small round with sawdust tube (Ambrosia or bark beetles),None,Trace,Moderate,None,None,None,None,Moderate,Trace,None,Healed,NA,NA,Car (off ground),dog poop,Present,Absent,None,Absent,"rotundiloba.  gps in wrong spot, first pit on corner",None,None,None,Trace,0.735,0.079,0.185,36.68848,38.13,34.65,-3.48,0.34,47.166,8/1/2024 11:10,11.17694444,36.47026443481445,39.30268543,-76.61317218,36.4533190046038
30822,"227 E BIDDLE ST, Baltimore, MD",NA,Well/Pit,Liquidambar styraciflua,"sweetgum, American",1,2.7,10,NA,Good,7274,D,D,36.27183164,focal,D8,7,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Absent,0 (none),29,7.42,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),Round in rows (sapsucker),Sticky or hardened clear/brown resin,None,None,None,None,None,None,Trace,Trace,None,Healed,NA,NA,Car (off ground),gravel and bumper ground,Absent,Absent,None,Absent,rotundiloba,Building,None,Moderate,None,0.666,0.12,0.214,39.54102,37.36,38.03,0.67,0.02,41.72,8/1/2024 11:20,11.34444444,36.1904296875,39.3034835,-76.61195495,36.1995402744838
38003,"100 W FRANKLIN ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,1,6,NA,Good,7274,D,D,36.27183164,focal,D8,4,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Multi-family Residential,Herbaceous,Alive,Absent,1 (<40%),9.8,2.03,54,(10) 6-10%,2 (2-25%),2 (2-25%),3,2 (slightly unhealthy),None,None,None,None,Trace,None,None,None,Trace,Moderate,Trace,Healed,NA,NA,Car (off ground),apical meristem damage. trash,Absent,Present,None,Absent,ok,None,None,Trace,Trace,0.664,0.128,0.209,43.78613,35.88,33.19,-2.69,0.02,33.905,8/1/2024 9:46,9.768888889,36.44304656982422,39.2955476,-76.61728583,36.4571244376046
37660,"7 E CENTRE ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.2,10,NA,Good,7274,D,D,36.27183164,focal,D8,10,5,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),14.7,3.59,54,(10) 6-10%,2 (2-25%),2 (2-25%),4,3 (moderately unhealthy),None,None,Trace,Substantive,None,Substantive,None,None,None,Substantive,None,Healed,NA,NA,Car (off ground),wire girdle,Absent,Absent,None,Present,ok,None,None,None,None,0.47,0.353,0.177,41.59082,35.84,37.37,1.53,0.02,36.652,8/1/2024 10:09,10.15583333,36.58625030517578,39.29631825,-76.61487069,36.5666785240173
36844,"13 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.7,8,NA,Good,7274,D,D,36.27183164,focal,D8,10,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Herbaceous,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,large trunk wound likely cause of death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.347381591796875,39.29626233,-76.61642512,36.3486507960728
35933,"809 PARK AVE, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,Blackgum,1,3.6,6,Blackgum planted to replace tall stump,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Present,0 (none),8.5,1.56,54,(5) 2-5%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,Moderate,Substantive,None,None,None,None,None,Trace,Substantive,Healed,NA,NA,Car (off ground),removed ziptie sign around trunk. weed cloth. ant nest in trunk,Absent,Absent,None,Present,ok,None,None,None,Trace,0.565,0.273,0.163,35.31543,39.18,40.47,1.29,0.29,47.214,8/1/2024 13:48,13.80305556,35.47968292236328,39.29888237,-76.61842298,35.491289138794
30276,"1019 CATHEDRAL ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,2.6,10,girdling roots,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Commercial,Herbaceous,Alive,Absent,0 (none),23.6,5.32,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,None,Trace,Trace,Trace,Improper (minor/branches),NA,NA,None,hard to see leaves. Spider mite substantial,Absent,Absent,Substantive,Absent,ok,None,None,None,None,0.631,0.156,0.214,36.94629,37.3,34.39,-2.91,0.16,26.153,8/1/2024 13:01,13.02555556,36.31587219238281,39.30154498,-76.61770507,36.3117718696594
35685,"25 W PRESTON ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,1,5,NA,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Institutional,Properly mulched,Alive,Absent,0 (none),13.7,2.5,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,Moderate,None,Trace,None,Moderate,None,Healed,NA,NA,None,spider mite and lacebug moderate,Absent,Absent,Moderate,Absent,ok,None,Trace,None,None,0.626,0.14,0.234,39.35156,35.93,34.01,-1.92,0.05,45.141,8/1/2024 12:42,12.70027778,36.31492614746094,39.30436678,-76.61764428,36.3124215262277
35718,"102 W MADISON ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,1.6,10,NA,Good,7274,D,D,36.27183164,focal,D8,8,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),21,4.17,54,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,None,None,None,None,Trace,Trace,None,Healed,NA,NA,Car (off ground),dog poop,Present,Absent,None,Absent,ok,None,None,None,None,0.584,0.21,0.206,33.57422,39.12,39.33,0.21,0.08,37.339,8/1/2024 13:41,13.6975,35.60657501220703,39.29859102,-76.61753762,35.6116501944406
36546,"712 CATHEDRAL ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,2.3,12,leaning,Good,7274,D,D,36.27183164,focal,D8,8,3,8/1/2024,KM KTB SM,Sidewalk Cutout,Multi-family Residential,Properly mulched,Alive,Absent,0 (none),22.2,4.1,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,Substantive,None,Trace,None,None,Healed,NA,NA,None,"hard to see leaves, trace lacebug",Absent,Absent,None,Absent,ok,None,None,Trace,None,0.653,0.172,0.175,33.68848,39.15,36.95,-2.2,0.29,29.107,8/1/2024 13:29,13.49888889,35.641021728515625,39.29822478,-76.61715476,35.6474925449916
36626,"701 PARK AVE, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,2.5,10,NA,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),22.3,7.05,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,2 (slightly unhealthy),None,None,None,None,Trace,None,None,Substantive,None,Substantive,Trace,Healed,NA,NA,None,"glass. mystery discoloration is substantial spider mite, also scale crawlers. took leaf samples",Absent,Present,Substantive,Absent,ok,None,None,None,Trace,0.734,0.086,0.18,45.49316,35.93,38.47,2.54,0.39,42.474,8/1/2024 9:29,9.487222222,35.29227066040039,39.29750361,-76.6180465,35.2701089041574
37535,"111 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Quercus alba,"oak, white",1,1.5,8,NA,Good,7274,D,D,36.27183164,focal,D8,4,5,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),17.3,3,54,(1) 0-1%,1 (0-1%),1 (0-1%),2,1 (healthy),None,None,None,None,None,None,None,Moderate,Trace,Trace,None,Healed,NA,NA,None,"trace spider m8te discoloration, trace lacebug",Absent,Absent,Trace,Absent,ok,None,None,None,Trace,0.683,0.093,0.224,41.9209,35.92,34.61,-1.31,0.43,50.049,8/1/2024 9:57,9.956388889,35.959678649902344,39.29619354,-76.61806748,35.9614388602121
30473,"1011 SAINT PAUL ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,3,20,NA,Good,7274,D,D,36.27183164,focal,D8,6,3,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),39,8.92,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,None,None,None,None,Improper (minor/branches),NA,NA,Car (off ground),"hard to see leaves, staples in trunk, dog poop",Present,Absent,None,Present,ok,None,None,None,Trace,0.672,0.134,0.193,38.82324,37.6,33.67,-3.93,0.15,40.952,8/1/2024 11:35,11.59861111,36.3848991394043,39.30148168,-76.61423888,36.3807329450335
31406,"1000 TYSON ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,3.4,12,NA,Good,7274,D,D,36.27183164,focal,D8,4,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Commercial,Herbaceous,Alive,Absent,0 (none),12.8,4.36,54,(5) 2-5%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,Honeydew/sooty mold,None,None,Substantive,None,None,Trace,None,Trace,None,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.442,0.426,0.132,34.06934,38.54,39.05,0.51,0.12,25.171,8/1/2024 13:19,13.31972222,36.22828674316406,39.30193069,-76.6185967,36.2241554260254
36585,"703 CATHEDRAL ST, Baltimore, MD",NA,Well/Pit,Quercus palustris,"oak, pin",1,2.8,12,NA,Good,7274,D,D,36.27183164,focal,D8,6,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Multi-family Residential,Bare ground,Alive,Absent,0 (none),28.1,6.95,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,4 (severely unhealthy),None,Honeydew/sooty mold,None,None,Substantive,None,None,None,Trace,Trace,Trace,Healed,NA,NA,Car (off ground),hardtop see leaves,Absent,Absent,None,Absent,ok,Building,None,None,None,0.62,0.224,0.156,33.5752,39.3,37.57,-1.73,0.03,38.181,8/1/2024 13:35,13.58527778,35.72636795043945,39.29828051,-76.61700724,35.7251272201538
31707,"531 N HIGH ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1,6,DBH at 1; signs of stress; remove hardware,Good,7274,D,D,36.27183164,focal,D8,5,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Commercial,Lawn,Alive,Absent,0 (none),5.1,1.35,54,(20) 16-20%,3 (26-50%),1 (0-1%),5 (all sides in sun),3 (moderately unhealthy),None,None,None,None,None,None,None,None,None,Trace,None,None,NA,NA,None,substantial mite discoloration - actually eriophyid not spider. top dieback. trash. straps and tag still around trunk girdling. buried deep,Absent,Present,Substantive,Present,ok,None,None,None,None,0.494,0.281,0.225,40.53223,37.08,39.69,2.61,0.18,5.14,8/1/2024 10:46,10.77666667,36.69825744628906,39.29733003,-76.60992394,36.6949065072196
37514,"310 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2,6,NA,Good,7274,D,D,36.27183164,focal,D8,10,3,8/1/2024,KM KTB SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skip bc too close together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.40415954589844,39.29643414,-76.62040719,35.4537146432059
37559,"310 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2.7,8,NA,Good,7274,D,D,36.27183164,back-up,D8,10,4,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,Absent,0 (none),22.3,5.19,54,(1) 0-1%,3 (26-50%),1 (0-1%),3,3 (moderately unhealthy),None,None,None,None,None,None,None,None,Trace,Moderate,Trace,Healed,NA,NA,None,substantial spider mite discoloration,Absent,Absent,Substantive,Absent,ok,None,None,None,Trace,0.454,0.388,0.159,66.06055,23.99,25.43,1.44,0.19,5.14,8/1/2024 8:41,8.686388889,35.37754440307617,39.29652537,-76.62097286,35.368832724435
37560,"310 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,1.4,7,NA,Good,7274,D,D,36.27183164,focal,D8,10,3,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Absent,0 (none),19.3,4.54,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),2 (slightly unhealthy),None,None,None,None,None,None,None,None,Trace,None,None,Healed,NA,NA,None,trace pentatomid. substantial mite,Absent,Absent,Substantive,Absent,ok,None,None,None,None,0.587,0.17,0.243,60.11523,30.06,32.85,2.79,0.18,5.14,8/1/2024 8:56,8.949444444,35.42848205566406,39.29638981,-76.6200982,35.46911076137
37645,"310 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2.5,8,NA,Good,7274,D,D,36.27183164,back-up,D8,10,4,8/1/2024,KM KTB SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,skip bc too close together,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.429359436035156,39.29648491,-76.62073851,35.4212602887835
37649,"310 W CENTRE ST, Baltimore, MD",NA,Well/Pit,Taxodium distichum,"baldcypress, common",1,2,6,NA,Good,7274,D,D,36.27183164,focal,D8,10,3,8/1/2024,KM KTB SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,Absent,0 (none),25.8,8.04,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),2 (slightly unhealthy),None,None,None,None,None,None,None,None,None,Moderate,Trace,Healed,NA,NA,None,substantial mite discoloration. trace pentatomid,Absent,Absent,Substantive,None,ok,None,None,None,Trace,0.343,0.274,0.383,61.84766,28.43,30.33,1.9,2.44,5.14,8/1/2024 8:52,8.866666667,35.44342041015625,39.29641575,-76.6202893,35.5092188517253
181140,"2809 WALBROOK AVE, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,2.8,12,NA,Good,2893,B,AB,34.25846346,focal,B5,>20,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Lawn,Alive,Absent,0 (none),19.04,5.88,49,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),Small round with sawdust tube (Ambrosia or bark beetles),None,None,Moderate,None,None,None,None,Moderate,Trace,Trace,Healed,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.618,0.115,0.267,51.12891,36.76,33.55,-3.21,0.02,33.753,7/10/2024 13:45,13.75555556,34.62778854370117,39.31022525,-76.66473645,34.5877973768446
181987,"2826 WALBROOK AVE, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,2.7,8,NA,Good,2893,B,AB,34.25846346,focal,B5,>20,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Other,Alive,Absent,0 (none),23.7,9.87,36,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,None,None,None,None,Trace,Trace,Trace,Improper (minor/branches),NA,NA,Car (off ground),asphalt gravel ground cover. trace cicadellid. trace pentatomid,Absent,Absent,None,Absent,ok,Building,Trace,None,None,0.663,0.086,0.251,49.47461,37.45,34.01,-3.44,0.05,42.147,7/10/2024 14:01,14.02361111,34.95086669921875,39.31059102,-76.66578905,34.9761450631278
181171,"1907 POPLAR GROVE ST, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,2.7,15,NA,Good,2893,B,AB,34.25846346,focal,B5,>20,3,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Institutional,Properly mulched,Alive,Absent,0 (none),29.26,8.02,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,Sticky or hardened clear/brown resin,None,None,Trace,None,None,None,None,None,Trace,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,not lobed,None,Trace,Trace,Trace,0.628,0.12,0.253,50.62793,37.48,30.87,-6.61,0.93,36.143,7/10/2024 13:53,13.89222222,34.91537857055664,39.31019337,-76.66553569,34.920286996024
182022,"2920 POPLAR TERR, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,1,7,NA,Good,2893,B,AB,34.25846346,focal,B5,>20,4,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-attached,Lawn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,replaced with cherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.37868881225586,39.3128932,-76.66757807,34.3692580329047
178620,"2400 ALLENDALE ROAD, Baltimore, MD",NA,Tree Lawn,Quercus palustris,"oak, pin",2,4,18,NA,Good,2893,B,AB,34.25846346,focal,B5,>20,10,7/10/2024,KM KTB ALP,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,Absent,0 (none),10.04,2.15,54,(1) 0-1%,2 (2-25%),2 (2-25%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,Trace,Moderate,Trace,Moderate,Moderate,None,NA,NA,Car (off ground),trace cicadellid. moderate pentatomid. trace spider mite,Absent,Absent,Trace,Absent,ok,None,None,None,Trace,0.423,0.396,0.18,49.5791,36.25,37.87,1.62,0.05,47.51,7/10/2024 14:25,14.42222222,34.165245056152344,39.31506576,-76.680623,34.1674423217773
130840,"3620 ELMLEY AVE, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,2.6,8,DBH at 3,Good,2880,B,AB,35.17993054,focal,B11,>20,3,7/23/2024,MS KM ALP,Sidewalk Planting Strip,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),25.4,8.88,36,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,Trace,Trace,Improper (minor/branches),NA,NA,Car (off ground),NA,Absent,Absent,Absent,Absent,ok,None,Trace,None,None,0.637,0.081,0.283,46.50586,32.12,27.89,-4.23,0.29,36.93,7/23/2024 12:54,12.915,35.196678161621094,39.31738065,-76.5683869,35.1901048932757
132455,"3301 BELAIR ROAD, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,2.2,12,DBH at 3,Good,2880,B,AB,35.17993054,focal,B11,5,5,7/23/2024,MS KM ALP,Sidewalk Cutout,Commercial,Bare ground,Alive,Absent,0 (none),15.3,2.97,36,(20) 16-20%,4 (51-75%),2 (2-25%),4,4 (severely unhealthy),None,None,None,Substantive,None,None,None,None,None,None,Trace,Healed,NA,NA,Mower (near ground),trash at base,Absent,Present,Absent,Absent,ok,None,None,None,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.60590744018555,39.32172057,-76.57338718,35.6391661507743
